   W         E8+(pi0_p)
 (MeV)      Re         Im
 1080.0   -0.000000  -0.000000
 1085.0    0.000000   0.000000
 1090.0    0.000000   0.000000
 1095.0    0.000000   0.000000
 1100.0   -0.000000  -0.000000
 1105.0    0.000000   0.000000
 1110.0   -0.000000  -0.000000
 1115.0   -0.000000  -0.000000
 1120.0    0.000000   0.000000
 1125.0   -0.000000  -0.000000
 1130.0   -0.000000  -0.000000
 1135.0   -0.000000  -0.000000
 1140.0   -0.000000  -0.000000
 1145.0   -0.000000  -0.000000
 1150.0   -0.000000  -0.000000
 1155.0    0.000000   0.000000
 1160.0   -0.000000  -0.000000
 1165.0   -0.000000  -0.000000
 1170.0   -0.000000  -0.000000
 1175.0   -0.000000  -0.000000
 1180.0    0.000000   0.000000
 1185.0   -0.000000   0.000000
 1190.0    0.000000   0.000000
 1195.0    0.000000   0.000000
 1200.0    0.000000   0.000000
 1205.0    0.000000   0.000000
 1210.0    0.000000   0.000000
 1215.0    0.000000   0.000000
 1220.0    0.000000   0.000000
 1225.0   -0.000000   0.000000
 1230.0   -0.000000   0.000000
 1235.0   -0.000000   0.000000
 1240.0    0.000000   0.000000
 1245.0   -0.000000   0.000000
 1250.0    0.000000   0.000000
 1255.0    0.000000   0.000000
 1260.0    0.000000   0.000000
 1265.0    0.000001   0.000000
 1270.0    0.000000   0.000000
 1275.0   -0.000000  -0.000000
 1280.0    0.000000   0.000000
 1285.0    0.000000   0.000000
 1290.0   -0.000000  -0.000000
 1295.0   -0.000000  -0.000000
 1300.0    0.000000   0.000000
 1305.0   -0.000000  -0.000000
 1310.0   -0.000000  -0.000000
 1315.0   -0.000000  -0.000000
 1320.0   -0.000000  -0.000000
 1325.0    0.000000   0.000000
 1330.0    0.000000   0.000000
 1335.0    0.000000   0.000000
 1340.0    0.000000   0.000000
 1345.0   -0.000000   0.000000
 1350.0    0.000001   0.000000
 1355.0    0.000000   0.000000
 1360.0    0.000000   0.000000
 1365.0    0.000000   0.000000
 1370.0    0.000000   0.000000
 1375.0    0.000000   0.000000
 1380.0    0.000000   0.000000
 1385.0    0.000001   0.000000
 1390.0   -0.000000  -0.000000
 1395.0   -0.000000   0.000000
 1400.0   -0.000000   0.000000
 1405.0   -0.000000   0.000000
 1410.0   -0.000000   0.000000
 1415.0   -0.000000   0.000000
 1420.0   -0.000000   0.000000
 1425.0   -0.000000   0.000000
 1430.0   -0.000000   0.000000
 1435.0    0.000000   0.000000
 1440.0   -0.000000   0.000000
 1445.0   -0.000000   0.000000
 1450.0   -0.000000   0.000000
 1455.0   -0.000000   0.000000
 1460.0   -0.000000   0.000000
 1465.0   -0.000000   0.000000
 1470.0   -0.000000   0.000000
 1475.0   -0.000000   0.000000
 1480.0   -0.000000   0.000000
 1485.0   -0.000000   0.000000
 1490.0   -0.000000   0.000000
 1495.0   -0.000000   0.000000
 1500.0   -0.000000   0.000000
 1505.0    0.000000   0.000001
 1510.0   -0.000000   0.000001
 1515.0   -0.000000   0.000001
 1520.0   -0.000000   0.000001
 1525.0   -0.000000   0.000001
 1530.0   -0.000000   0.000001
 1535.0   -0.000000   0.000001
 1540.0   -0.000000   0.000001
 1545.0   -0.000000   0.000001
 1550.0   -0.000000   0.000001
 1555.0   -0.000000   0.000001
 1560.0   -0.000000   0.000001
 1565.0   -0.000000   0.000001
 1570.0   -0.000000   0.000001
 1575.0   -0.000000   0.000001
 1580.0   -0.000000   0.000002
 1585.0   -0.000000   0.000002
 1590.0   -0.000000   0.000002
 1595.0   -0.000000   0.000002
 1600.0   -0.000000   0.000002
 1605.0   -0.000000   0.000002
 1610.0   -0.000000   0.000002
 1615.0   -0.000000   0.000002
 1620.0   -0.000000   0.000003
 1625.0   -0.000000   0.000003
 1630.0   -0.000001   0.000003
 1635.0   -0.000001   0.000003
 1640.0   -0.000001   0.000003
 1645.0   -0.000001   0.000003
 1650.0   -0.000001   0.000004
 1655.0   -0.000001   0.000004
 1660.0   -0.000001   0.000004
 1665.0   -0.000001   0.000004
 1670.0   -0.000001   0.000005
 1675.0   -0.000001   0.000005
 1680.0   -0.000001   0.000005
 1685.0   -0.000001   0.000005
 1690.0   -0.000001   0.000006
 1695.0   -0.000001   0.000006
 1700.0   -0.000001   0.000006
 1705.0   -0.000001   0.000006
 1710.0   -0.000001   0.000007
 1715.0   -0.000001   0.000007
 1720.0   -0.000001   0.000007
 1725.0   -0.000001   0.000008
 1730.0   -0.000002   0.000008
 1735.0   -0.000002   0.000008
 1740.0   -0.000002   0.000009
 1745.0   -0.000002   0.000009
 1750.0   -0.000002   0.000010
 1755.0   -0.000002   0.000010
 1760.0   -0.000002   0.000010
 1765.0   -0.000002   0.000011
 1770.0   -0.000002   0.000011
 1775.0   -0.000002   0.000012
 1780.0   -0.000003   0.000012
 1785.0   -0.000003   0.000012
 1790.0   -0.000003   0.000013
 1795.0   -0.000003   0.000013
 1800.0   -0.000003   0.000014
 1805.0   -0.000003   0.000014
 1810.0   -0.000003   0.000015
 1815.0   -0.000003   0.000015
 1820.0   -0.000004   0.000016
 1825.0   -0.000004   0.000017
 1830.0   -0.000004   0.000017
 1835.0   -0.000004   0.000018
 1840.0   -0.000004   0.000018
 1845.0   -0.000005   0.000019
 1850.0   -0.000005   0.000020
 1855.0   -0.000005   0.000020
 1860.0   -0.000005   0.000021
 1865.0   -0.000005   0.000021
 1870.0   -0.000006   0.000022
 1875.0   -0.000006   0.000023
 1880.0   -0.000006   0.000023
 1885.0   -0.000006   0.000024
 1890.0   -0.000007   0.000025
 1895.0   -0.000007   0.000026
 1900.0   -0.000007   0.000023
 1905.0   -0.000008   0.000027
 1910.0   -0.000008   0.000028
 1915.0   -0.000008   0.000028
 1920.0   -0.000009   0.000029
 1925.0   -0.000009   0.000030
 1930.0   -0.000009   0.000031
 1935.0   -0.000010   0.000031
 1940.0   -0.000010   0.000032
 1945.0   -0.000010   0.000033
 1950.0   -0.000011   0.000034
 1955.0   -0.000011   0.000034
 1960.0   -0.000012   0.000035
 1965.0   -0.000012   0.000036
 1970.0   -0.000013   0.000037
 1975.0   -0.000013   0.000038
 1980.0   -0.000014   0.000038
 1985.0   -0.000014   0.000039
 1990.0   -0.000015   0.000040
 1995.0   -0.000016   0.000041
 2000.0   -0.000016   0.000041
 2005.0   -0.000017   0.000045
