   W         E9+(pi0_p)
 (MeV)      Re         Im
 1080.0    0.000000   0.000000
 1085.0    0.000000   0.000000
 1090.0   -0.000000  -0.000000
 1095.0   -0.000000  -0.000000
 1100.0   -0.000000  -0.000000
 1105.0    0.000000   0.000000
 1110.0    0.000000   0.000000
 1115.0    0.000000   0.000000
 1120.0   -0.000000  -0.000000
 1125.0    0.000000   0.000000
 1130.0    0.000000   0.000000
 1135.0   -0.000000  -0.000000
 1140.0    0.000000   0.000000
 1145.0    0.000000   0.000000
 1150.0   -0.000000  -0.000000
 1155.0   -0.000000  -0.000000
 1160.0   -0.000000   0.000000
 1165.0   -0.000000  -0.000000
 1170.0    0.000000   0.000000
 1175.0    0.000000   0.000000
 1180.0   -0.000000  -0.000000
 1185.0    0.000000   0.000000
 1190.0   -0.000000  -0.000000
 1195.0   -0.000000  -0.000000
 1200.0   -0.000000  -0.000000
 1205.0   -0.000000  -0.000000
 1210.0   -0.000000  -0.000000
 1215.0   -0.000000  -0.000000
 1220.0   -0.000000  -0.000000
 1225.0    0.000000   0.000000
 1230.0    0.000000   0.000000
 1235.0    0.000000   0.000000
 1240.0    0.000000   0.000000
 1245.0    0.000000   0.000000
 1250.0   -0.000000  -0.000000
 1255.0   -0.000000  -0.000000
 1260.0   -0.000000  -0.000000
 1265.0   -0.000000  -0.000000
 1270.0   -0.000000  -0.000000
 1275.0    0.000000   0.000000
 1280.0   -0.000000  -0.000000
 1285.0   -0.000000  -0.000000
 1290.0    0.000000   0.000000
 1295.0    0.000000   0.000000
 1300.0    0.000000   0.000000
 1305.0   -0.000000  -0.000000
 1310.0    0.000000   0.000000
 1315.0    0.000000   0.000000
 1320.0    0.000000   0.000000
 1325.0   -0.000000  -0.000000
 1330.0   -0.000000  -0.000000
 1335.0   -0.000000  -0.000000
 1340.0   -0.000000  -0.000000
 1345.0   -0.000000  -0.000000
 1350.0    0.000001   0.000001
 1355.0    0.000000   0.000000
 1360.0    0.000000   0.000000
 1365.0    0.000000   0.000000
 1370.0    0.000000   0.000000
 1375.0    0.000000   0.000000
 1380.0   -0.000000   0.000000
 1385.0   -0.000000  -0.000000
 1390.0    0.000000   0.000000
 1395.0    0.000000   0.000000
 1400.0    0.000000   0.000000
 1405.0    0.000000   0.000000
 1410.0    0.000000   0.000000
 1415.0    0.000000   0.000000
 1420.0    0.000000   0.000000
 1425.0    0.000000   0.000000
 1430.0    0.000000   0.000000
 1435.0    0.000001   0.000001
 1440.0   -0.000000  -0.000000
 1445.0   -0.000000  -0.000000
 1450.0   -0.000000   0.000000
 1455.0   -0.000000   0.000000
 1460.0   -0.000000   0.000000
 1465.0   -0.000000   0.000000
 1470.0   -0.000000   0.000000
 1475.0   -0.000000   0.000000
 1480.0   -0.000000   0.000000
 1485.0   -0.000000   0.000000
 1490.0   -0.000000   0.000000
 1495.0   -0.000000   0.000000
 1500.0   -0.000000   0.000000
 1505.0    0.000000   0.000000
 1510.0   -0.000000   0.000000
 1515.0   -0.000000   0.000000
 1520.0   -0.000000   0.000000
 1525.0   -0.000000   0.000000
 1530.0   -0.000000   0.000000
 1535.0   -0.000000   0.000000
 1540.0   -0.000000   0.000000
 1545.0   -0.000000   0.000000
 1550.0   -0.000000   0.000000
 1555.0   -0.000000   0.000000
 1560.0   -0.000000   0.000000
 1565.0   -0.000000   0.000000
 1570.0   -0.000000   0.000000
 1575.0   -0.000000   0.000000
 1580.0   -0.000000   0.000000
 1585.0   -0.000000   0.000000
 1590.0   -0.000000   0.000000
 1595.0   -0.000000   0.000000
 1600.0   -0.000000   0.000000
 1605.0    0.000000   0.000001
 1610.0   -0.000000   0.000001
 1615.0   -0.000000   0.000001
 1620.0   -0.000000   0.000001
 1625.0   -0.000000   0.000001
 1630.0   -0.000000   0.000001
 1635.0   -0.000000   0.000001
 1640.0   -0.000000   0.000001
 1645.0   -0.000000   0.000001
 1650.0   -0.000000   0.000001
 1655.0   -0.000000   0.000001
 1660.0   -0.000000   0.000001
 1665.0   -0.000000   0.000001
 1670.0   -0.000000   0.000001
 1675.0   -0.000000   0.000001
 1680.0   -0.000000   0.000001
 1685.0   -0.000000   0.000001
 1690.0   -0.000000   0.000001
 1695.0   -0.000000   0.000001
 1700.0   -0.000000   0.000002
 1705.0   -0.000000   0.000002
 1710.0   -0.000000   0.000002
 1715.0   -0.000000   0.000002
 1720.0   -0.000000   0.000002
 1725.0   -0.000000   0.000002
 1730.0   -0.000001   0.000002
 1735.0   -0.000001   0.000002
 1740.0   -0.000001   0.000002
 1745.0   -0.000001   0.000002
 1750.0   -0.000001   0.000003
 1755.0   -0.000001   0.000003
 1760.0   -0.000001   0.000003
 1765.0   -0.000001   0.000003
 1770.0   -0.000001   0.000003
 1775.0   -0.000001   0.000003
 1780.0   -0.000001   0.000003
 1785.0   -0.000001   0.000003
 1790.0   -0.000001   0.000004
 1795.0   -0.000001   0.000004
 1800.0   -0.000001   0.000004
 1805.0   -0.000001   0.000004
 1810.0   -0.000001   0.000004
 1815.0   -0.000001   0.000004
 1820.0   -0.000001   0.000005
 1825.0   -0.000001   0.000005
 1830.0   -0.000001   0.000005
 1835.0   -0.000001   0.000005
 1840.0   -0.000001   0.000005
 1845.0   -0.000002   0.000006
 1850.0   -0.000002   0.000006
 1855.0   -0.000002   0.000006
 1860.0   -0.000002   0.000006
 1865.0   -0.000002   0.000006
 1870.0   -0.000002   0.000007
 1875.0   -0.000002   0.000007
 1880.0   -0.000002   0.000007
 1885.0   -0.000002   0.000007
 1890.0   -0.000002   0.000008
 1895.0   -0.000002   0.000008
 1900.0   -0.000003   0.000010
 1905.0   -0.000003   0.000008
 1910.0   -0.000003   0.000009
 1915.0   -0.000003   0.000009
 1920.0   -0.000003   0.000009
 1925.0   -0.000003   0.000009
 1930.0   -0.000003   0.000010
 1935.0   -0.000003   0.000010
 1940.0   -0.000003   0.000010
 1945.0   -0.000003   0.000011
 1950.0   -0.000004   0.000011
 1955.0   -0.000004   0.000011
 1960.0   -0.000004   0.000012
 1965.0   -0.000004   0.000012
 1970.0   -0.000004   0.000012
 1975.0   -0.000004   0.000012
 1980.0   -0.000004   0.000013
 1985.0   -0.000005   0.000013
 1990.0   -0.000005   0.000013
 1995.0   -0.000005   0.000014
 2000.0   -0.000005   0.000014
 2005.0   -0.000006   0.000018
