   W         E7-(pi0_p)
 (MeV)      Re         Im
 1080.0   -0.000000  -0.000000
 1085.0   -0.000000  -0.000000
 1090.0   -0.000000  -0.000000
 1095.0   -0.000000  -0.000000
 1100.0   -0.000000  -0.000000
 1105.0   -0.000000  -0.000000
 1110.0   -0.000000  -0.000000
 1115.0   -0.000000  -0.000000
 1120.0   -0.000000  -0.000000
 1125.0   -0.000000  -0.000000
 1130.0   -0.000000  -0.000000
 1135.0   -0.000000  -0.000000
 1140.0   -0.000000  -0.000000
 1145.0   -0.000000  -0.000000
 1150.0   -0.000000  -0.000000
 1155.0   -0.000000  -0.000000
 1160.0   -0.000000  -0.000000
 1165.0   -0.000000  -0.000000
 1170.0   -0.000000  -0.000000
 1175.0   -0.000000  -0.000000
 1180.0   -0.000000  -0.000000
 1185.0   -0.000000  -0.000000
 1190.0   -0.000000  -0.000000
 1195.0   -0.000000  -0.000000
 1200.0   -0.000000  -0.000000
 1205.0   -0.000000  -0.000000
 1210.0   -0.000000  -0.000000
 1215.0   -0.000000  -0.000000
 1220.0   -0.000000  -0.000000
 1225.0   -0.000000  -0.000000
 1230.0   -0.000000  -0.000000
 1235.0   -0.000000  -0.000000
 1240.0   -0.000000  -0.000000
 1245.0   -0.000000  -0.000000
 1250.0   -0.000000  -0.000000
 1255.0   -0.000000  -0.000000
 1260.0   -0.000000  -0.000000
 1265.0   -0.000001  -0.000001
 1270.0    0.000000  -0.000000
 1275.0    0.000000   0.000000
 1280.0   -0.000000  -0.000000
 1285.0   -0.000000  -0.000000
 1290.0   -0.000000  -0.000001
 1295.0   -0.000000  -0.000001
 1300.0   -0.000001  -0.000001
 1305.0   -0.000000  -0.000001
 1310.0   -0.000000  -0.000001
 1315.0   -0.000000  -0.000001
 1320.0   -0.000001  -0.000001
 1325.0    0.000000  -0.000001
 1330.0   -0.000000  -0.000001
 1335.0   -0.000000  -0.000001
 1340.0   -0.000000  -0.000002
 1345.0   -0.000000  -0.000002
 1350.0   -0.000001  -0.000002
 1355.0   -0.000000  -0.000002
 1360.0   -0.000000  -0.000003
 1365.0   -0.000000  -0.000003
 1370.0   -0.000000  -0.000003
 1375.0   -0.000000  -0.000003
 1380.0   -0.000000  -0.000004
 1385.0    0.000000  -0.000004
 1390.0   -0.000000  -0.000005
 1395.0   -0.000000  -0.000005
 1400.0   -0.000000  -0.000006
 1405.0   -0.000000  -0.000006
 1410.0   -0.000000  -0.000007
 1415.0   -0.000000  -0.000008
 1420.0   -0.000000  -0.000008
 1425.0   -0.000000  -0.000009
 1430.0   -0.000000  -0.000010
 1435.0    0.000000  -0.000010
 1440.0   -0.000000  -0.000012
 1445.0    0.000000  -0.000013
 1450.0    0.000000  -0.000014
 1455.0    0.000000  -0.000015
 1460.0    0.000000  -0.000016
 1465.0    0.000000  -0.000017
 1470.0    0.000001  -0.000019
 1475.0    0.000001  -0.000020
 1480.0    0.000001  -0.000022
 1485.0    0.000001  -0.000024
 1490.0    0.000001  -0.000025
 1495.0    0.000001  -0.000027
 1500.0    0.000001  -0.000029
 1505.0    0.000002  -0.000031
 1510.0    0.000002  -0.000034
 1515.0    0.000002  -0.000036
 1520.0    0.000002  -0.000039
 1525.0    0.000003  -0.000041
 1530.0    0.000003  -0.000044
 1535.0    0.000003  -0.000047
 1540.0    0.000004  -0.000050
 1545.0    0.000004  -0.000053
 1550.0    0.000005  -0.000057
 1555.0    0.000005  -0.000061
 1560.0    0.000006  -0.000064
 1565.0    0.000006  -0.000068
 1570.0    0.000007  -0.000073
 1575.0    0.000007  -0.000077
 1580.0    0.000008  -0.000082
 1585.0    0.000009  -0.000086
 1590.0    0.000009  -0.000091
 1595.0    0.000010  -0.000097
 1600.0    0.000011  -0.000102
 1605.0    0.000012  -0.000108
 1610.0    0.000013  -0.000114
 1615.0    0.000014  -0.000120
 1620.0    0.000015  -0.000127
 1625.0    0.000017  -0.000134
 1630.0    0.000018  -0.000141
 1635.0    0.000019  -0.000148
 1640.0    0.000021  -0.000156
 1645.0    0.000022  -0.000164
 1650.0    0.000024  -0.000172
 1655.0    0.000026  -0.000181
 1660.0    0.000028  -0.000190
 1665.0    0.000030  -0.000199
 1670.0    0.000032  -0.000208
 1675.0    0.000034  -0.000218
 1680.0    0.000037  -0.000229
 1685.0    0.000039  -0.000239
 1690.0    0.000042  -0.000250
 1695.0    0.000045  -0.000262
 1700.0    0.000048  -0.000274
 1705.0    0.000051  -0.000286
 1710.0    0.000054  -0.000298
 1715.0    0.000058  -0.000311
 1720.0    0.000062  -0.000325
 1725.0    0.000065  -0.000338
 1730.0    0.000070  -0.000353
 1735.0    0.000074  -0.000367
 1740.0    0.000079  -0.000382
 1745.0    0.000083  -0.000398
 1750.0    0.000089  -0.000414
 1755.0    0.000094  -0.000430
 1760.0    0.000100  -0.000447
 1765.0    0.000105  -0.000464
 1770.0    0.000112  -0.000482
 1775.0    0.000118  -0.000500
 1780.0    0.000125  -0.000519
 1785.0    0.000132  -0.000538
 1790.0    0.000139  -0.000557
 1795.0    0.000147  -0.000577
 1800.0    0.000155  -0.000598
 1805.0    0.000164  -0.000619
 1810.0    0.000173  -0.000640
 1815.0    0.000182  -0.000662
 1820.0    0.000192  -0.000684
 1825.0    0.000202  -0.000707
 1830.0    0.000212  -0.000731
 1835.0    0.000223  -0.000754
 1840.0    0.000235  -0.000779
 1845.0    0.000246  -0.000803
 1850.0    0.000259  -0.000829
 1855.0    0.000271  -0.000854
 1860.0    0.000285  -0.000881
 1865.0    0.000298  -0.000907
 1870.0    0.000313  -0.000934
 1875.0    0.000328  -0.000962
 1880.0    0.000343  -0.000990
 1885.0    0.000359  -0.001018
 1890.0    0.000375  -0.001047
 1895.0    0.000392  -0.001076
 1900.0    0.000409  -0.001101
 1905.0    0.000428  -0.001136
 1910.0    0.000447  -0.001166
 1915.0    0.000467  -0.001197
 1920.0    0.000487  -0.001229
 1925.0    0.000508  -0.001260
 1930.0    0.000529  -0.001292
 1935.0    0.000551  -0.001325
 1940.0    0.000574  -0.001357
 1945.0    0.000597  -0.001390
 1950.0    0.000622  -0.001424
 1955.0    0.000647  -0.001457
 1960.0    0.000672  -0.001491
 1965.0    0.000698  -0.001526
 1970.0    0.000725  -0.001560
 1975.0    0.000753  -0.001595
 1980.0    0.000782  -0.001630
 1985.0    0.000811  -0.001665
 1990.0    0.000841  -0.001701
 1995.0    0.000872  -0.001736
 2000.0    0.000903  -0.001772
 2005.0    0.000935  -0.001805
