   W         M7+(pi0_p)
 (MeV)      Re         Im
 1080.0   -0.000000   0.000000
 1085.0   -0.000000  -0.000000
 1090.0    0.000000  -0.000000
 1095.0    0.000000  -0.000000
 1100.0    0.000000  -0.000000
 1105.0    0.000000  -0.000000
 1110.0    0.000000  -0.000000
 1115.0    0.000000  -0.000000
 1120.0    0.000000  -0.000000
 1125.0    0.000000  -0.000000
 1130.0    0.000000  -0.000000
 1135.0    0.000000  -0.000000
 1140.0    0.000000  -0.000000
 1145.0    0.000000  -0.000000
 1150.0    0.000000  -0.000000
 1155.0    0.000000  -0.000000
 1160.0    0.000000  -0.000000
 1165.0    0.000000  -0.000000
 1170.0    0.000000  -0.000000
 1175.0    0.000000  -0.000000
 1180.0    0.000000  -0.000000
 1185.0    0.000000  -0.000000
 1190.0    0.000000  -0.000000
 1195.0    0.000000  -0.000000
 1200.0    0.000000  -0.000000
 1205.0    0.000000  -0.000000
 1210.0    0.000000  -0.000000
 1215.0    0.000000  -0.000000
 1220.0    0.000000  -0.000000
 1225.0    0.000000   0.000000
 1230.0    0.000000   0.000000
 1235.0    0.000000   0.000000
 1240.0    0.000001   0.000000
 1245.0    0.000001   0.000000
 1250.0    0.000001   0.000000
 1255.0    0.000001   0.000000
 1260.0    0.000001   0.000000
 1265.0    0.000000  -0.000000
 1270.0    0.000001   0.000000
 1275.0    0.000002   0.000001
 1280.0    0.000001   0.000000
 1285.0    0.000002   0.000000
 1290.0    0.000001   0.000000
 1295.0    0.000002   0.000000
 1300.0    0.000002   0.000000
 1305.0    0.000002   0.000001
 1310.0    0.000002   0.000001
 1315.0    0.000002   0.000001
 1320.0    0.000002   0.000001
 1325.0    0.000004   0.000001
 1330.0    0.000004   0.000002
 1335.0    0.000004   0.000002
 1340.0    0.000004   0.000002
 1345.0    0.000005   0.000003
 1350.0    0.000004   0.000001
 1355.0    0.000005   0.000003
 1360.0    0.000006   0.000004
 1365.0    0.000006   0.000005
 1370.0    0.000007   0.000005
 1375.0    0.000007   0.000006
 1380.0    0.000008   0.000007
 1385.0    0.000010   0.000008
 1390.0    0.000009   0.000009
 1395.0    0.000010   0.000010
 1400.0    0.000010   0.000011
 1405.0    0.000011   0.000012
 1410.0    0.000012   0.000014
 1415.0    0.000013   0.000015
 1420.0    0.000014   0.000017
 1425.0    0.000015   0.000019
 1430.0    0.000016   0.000021
 1435.0    0.000018   0.000021
 1440.0    0.000018   0.000026
 1445.0    0.000019   0.000028
 1450.0    0.000021   0.000031
 1455.0    0.000022   0.000034
 1460.0    0.000023   0.000037
 1465.0    0.000025   0.000041
 1470.0    0.000026   0.000044
 1475.0    0.000028   0.000049
 1480.0    0.000029   0.000053
 1485.0    0.000031   0.000058
 1490.0    0.000033   0.000063
 1495.0    0.000035   0.000068
 1500.0    0.000036   0.000074
 1505.0    0.000041   0.000081
 1510.0    0.000041   0.000087
 1515.0    0.000043   0.000094
 1520.0    0.000045   0.000102
 1525.0    0.000047   0.000110
 1530.0    0.000050   0.000118
 1535.0    0.000052   0.000127
 1540.0    0.000055   0.000137
 1545.0    0.000057   0.000147
 1550.0    0.000060   0.000158
 1555.0    0.000062   0.000169
 1560.0    0.000065   0.000181
 1565.0    0.000068   0.000194
 1570.0    0.000071   0.000207
 1575.0    0.000074   0.000221
 1580.0    0.000077   0.000236
 1585.0    0.000080   0.000252
 1590.0    0.000082   0.000269
 1595.0    0.000085   0.000286
 1600.0    0.000088   0.000304
 1605.0    0.000092   0.000323
 1610.0    0.000095   0.000343
 1615.0    0.000098   0.000364
 1620.0    0.000101   0.000386
 1625.0    0.000104   0.000409
 1630.0    0.000107   0.000433
 1635.0    0.000110   0.000459
 1640.0    0.000113   0.000485
 1645.0    0.000116   0.000512
 1650.0    0.000119   0.000541
 1655.0    0.000121   0.000571
 1660.0    0.000124   0.000602
 1665.0    0.000127   0.000634
 1670.0    0.000129   0.000668
 1675.0    0.000131   0.000703
 1680.0    0.000133   0.000740
 1685.0    0.000135   0.000778
 1690.0    0.000137   0.000817
 1695.0    0.000138   0.000858
 1700.0    0.000139   0.000900
 1705.0    0.000140   0.000944
 1710.0    0.000141   0.000989
 1715.0    0.000141   0.001036
 1720.0    0.000141   0.001085
 1725.0    0.000141   0.001135
 1730.0    0.000140   0.001187
 1735.0    0.000139   0.001241
 1740.0    0.000137   0.001296
 1745.0    0.000135   0.001353
 1750.0    0.000133   0.001412
 1755.0    0.000128   0.001473
 1760.0    0.000125   0.001536
 1765.0    0.000121   0.001600
 1770.0    0.000116   0.001666
 1775.0    0.000110   0.001735
 1780.0    0.000104   0.001805
 1785.0    0.000097   0.001877
 1790.0    0.000089   0.001951
 1795.0    0.000080   0.002028
 1800.0    0.000070   0.002106
 1805.0    0.000060   0.002186
 1810.0    0.000048   0.002268
 1815.0    0.000036   0.002353
 1820.0    0.000022   0.002439
 1825.0    0.000007   0.002527
 1830.0   -0.000008   0.002618
 1835.0   -0.000025   0.002710
 1840.0   -0.000043   0.002805
 1845.0   -0.000063   0.002902
 1850.0   -0.000084   0.003001
 1855.0   -0.000106   0.003102
 1860.0   -0.000129   0.003205
 1865.0   -0.000154   0.003310
 1870.0   -0.000181   0.003417
 1875.0   -0.000209   0.003526
 1880.0   -0.000238   0.003637
 1885.0   -0.000270   0.003751
 1890.0   -0.000303   0.003866
 1895.0   -0.000338   0.003983
 1900.0   -0.000394   0.004066
 1905.0   -0.000413   0.004224
 1910.0   -0.000453   0.004347
 1915.0   -0.000496   0.004472
 1920.0   -0.000540   0.004599
 1925.0   -0.000587   0.004728
 1930.0   -0.000636   0.004858
 1935.0   -0.000686   0.004991
 1940.0   -0.000739   0.005125
 1945.0   -0.000795   0.005261
 1950.0   -0.000853   0.005399
 1955.0   -0.000913   0.005538
 1960.0   -0.000975   0.005679
 1965.0   -0.001040   0.005821
 1970.0   -0.001108   0.005965
 1975.0   -0.001178   0.006110
 1980.0   -0.001251   0.006257
 1985.0   -0.001326   0.006404
 1990.0   -0.001404   0.006553
 1995.0   -0.001484   0.006704
 2000.0   -0.001570   0.006856
 2005.0   -0.001643   0.007035
