E =  710.0 MeV, E_lo =  705.0 MeV, E_hi =  715.0 MeV
Systematic = 0.05, Preliminary = 0, pseudo
     5.0 -0.009024  0.020115
    15.0  0.017648  0.021401
    25.0  0.017847  0.021486
    35.0  0.016460  0.021283
    45.0 -0.056086  0.020970
    55.0  0.002640  0.021906
    65.0 -0.036960  0.021657
    75.0  0.029484  0.020469
    85.0 -0.023249  0.020792
    95.0  0.022403  0.021510
   105.0 -0.011985  0.021265
   115.0  0.008442  0.020924
   125.0 -0.004822  0.021568
   135.0 -0.032762  0.021869
   145.0  0.016128  0.020833
   155.0  0.018372  0.020838
   165.0  0.004004  0.021204
   175.0  0.053298  0.021211
 ---------------------------------
E =  720.0 MeV, E_lo =  715.0 MeV, E_hi =  725.0 MeV
Systematic = 0.05, Preliminary = 0, pseudo
     5.0  0.006989  0.021125
    15.0 -0.002903  0.021095
    25.0 -0.012580  0.021465
    35.0 -0.016542  0.021761
    45.0 -0.018730  0.021345
    55.0  0.022786  0.021251
    65.0  0.033205  0.021377
    75.0  0.032390  0.021079
    85.0  0.034835  0.020553
    95.0 -0.026185  0.020792
   105.0  0.059857  0.022318
   115.0 -0.005200  0.021748
   125.0  0.052189  0.020894
   135.0  0.072386  0.020461
   145.0 -0.009236  0.021096
   155.0  0.023078  0.021594
   165.0 -0.027935  0.021161
   175.0 -0.012009  0.021638
 ---------------------------------
E =  730.0 MeV, E_lo =  725.0 MeV, E_hi =  735.0 MeV
Systematic = 0.05, Preliminary = 0, pseudo
     5.0  0.002453  0.021952
    15.0  0.014827  0.020998
    25.0  0.017192  0.020461
    35.0  0.025550  0.021627
    45.0  0.048786  0.022374
    55.0  0.038420  0.021405
    65.0  0.014177  0.020984
    75.0  0.023810  0.022009
    85.0  0.022530  0.021344
    95.0  0.013442  0.021773
   105.0  0.056253  0.020558
   115.0  0.019426  0.021900
   125.0  0.053047  0.021358
   135.0  0.081212  0.020449
   145.0  0.027337  0.021523
   155.0  0.023718  0.021384
   165.0  0.002094  0.021511
   175.0 -0.005087  0.021828
 ---------------------------------
E =  740.0 MeV, E_lo =  735.0 MeV, E_hi =  745.0 MeV
Systematic = 0.05, Preliminary = 0, pseudo
     5.0  0.013781  0.021807
    15.0 -0.017077  0.021430
    25.0  0.009156  0.021171
    35.0  0.028591  0.020607
    45.0  0.009887  0.021244
    55.0  0.015883  0.021170
    65.0  0.038336  0.021826
