E =  710.0 MeV, E_lo =  705.0 MeV, E_hi =  715.0 MeV
Systematic = 0.05, Preliminary = 0, pseudo
     5.0 -0.026557  0.020053
    15.0 -0.003371  0.021141
    25.0  0.028208  0.021422
    35.0  0.006589  0.020873
    45.0 -0.020712  0.020106
    55.0  0.016259  0.021877
    65.0  0.020302  0.020641
    75.0 -0.010539  0.021461
    85.0 -0.027624  0.020755
    95.0  0.015883  0.020386
   105.0 -0.031709  0.021260
   115.0  0.009589  0.021252
   125.0 -0.002893  0.020913
   135.0  0.022902  0.021538
   145.0 -0.019247  0.021576
   155.0 -0.007587  0.021694
   165.0 -0.001015  0.021723
   175.0  0.018760  0.021115
 ---------------------------------
E =  720.0 MeV, E_lo =  715.0 MeV, E_hi =  725.0 MeV
Systematic = 0.05, Preliminary = 0, pseudo
     5.0 -0.021557  0.020713
    15.0 -0.021001  0.021240
    25.0 -0.055053  0.021215
    35.0 -0.034447  0.020726
    45.0 -0.004618  0.020790
    55.0 -0.002472  0.021282
    65.0 -0.050188  0.021583
    75.0 -0.029990  0.021611
    85.0 -0.023415  0.020847
    95.0  0.005369  0.021121
   105.0 -0.014022  0.021517
   115.0  0.011478  0.020191
   125.0  0.006354  0.020798
   135.0 -0.034653  0.021707
   145.0 -0.010269  0.021324
   155.0  0.003136  0.022009
   165.0 -0.020156  0.021175
   175.0  0.039482  0.021207
 ---------------------------------
E =  730.0 MeV, E_lo =  725.0 MeV, E_hi =  735.0 MeV
Systematic = 0.05, Preliminary = 0, pseudo
     5.0 -0.007092  0.021411
    15.0 -0.021398  0.021643
    25.0 -0.031202  0.021207
    35.0 -0.052656  0.021186
    45.0 -0.029654  0.021688
    55.0 -0.008232  0.022596
    65.0 -0.039558  0.020794
    75.0  0.002016  0.021798
    85.0 -0.024925  0.021369
    95.0 -0.032905  0.020515
   105.0 -0.039194  0.021861
   115.0 -0.041285  0.020412
   125.0 -0.005455  0.020910
   135.0 -0.035820  0.020762
   145.0 -0.032866  0.021092
   155.0  0.006226  0.022037
   165.0 -0.010384  0.020714
   175.0 -0.020549  0.021222
 ---------------------------------
E =  740.0 MeV, E_lo =  735.0 MeV, E_hi =  745.0 MeV
Systematic = 0.05, Preliminary = 0, pseudo
     5.0 -0.029951  0.021507
    15.0  0.006771  0.021167
    25.0  0.018627  0.020963
    35.0 -0.018294  0.021165
    45.0 -0.034732  0.021427
    55.0  0.011305  0.020353
    65.0 -0.007910  0.021122
    75.0 -0.036691  0.020392
    85.0 -0.004208  0.021832
    95.0 -0.037485  0.021100
   105.0 -0.039289  0.020612
   115.0 -0.053936  0.021309
   125.0 -0.016187  0.021502
   135.0 -0.037509  0.021219
   145.0 -0.017909  0.021074
   155.0 -0.065790  0.021303
   165.0 -0.055058  0.021529
   175.0 -0.038818  0.020851
 ---------------------------------
E =  750.0 MeV, E_lo =  745.0 MeV, E_hi =  755.0 MeV
Systematic = 0.05, Preliminary = 0, pseudo
     5.0  0.002073  0.021634
    15.0  0.005945  0.021252
    25.0  0.018978  0.020699
    35.0 -0.040441  0.021854
    45.0 -0.004123  0.021660
    55.0 -0.001482  0.021209
    65.0 -0.004759  0.021534
    75.0 -0.018527  0.021750
    85.0 -0.025032  0.020868
    95.0 -0.034428  0.021913
   105.0 -0.049781  0.021279
   115.0 -0.068940  0.021842
   125.0 -0.040038  0.020727
   135.0 -0.048274  0.021322
   145.0 -0.062250  0.021632
   155.0 -0.046115  0.020874
   165.0 -0.017528  0.021656
   175.0  0.010731  0.021208
 ---------------------------------
E =  760.0 MeV, E_lo =  755.0 MeV, E_hi =  765.0 MeV
Systematic = 0.05, Preliminary = 0, pseudo
     5.0  0.015040  0.020549
    15.0  0.006621  0.021068
    25.0  0.026005  0.021000
    35.0 -0.003934  0.021634
    45.0 -0.002023  0.020796
    55.0 -0.019035  0.021646
    65.0 -0.022007  0.021077
    75.0 -0.053188  0.021160
    85.0 -0.057604  0.021053
    95.0 -0.021824  0.021121
   105.0 -0.072647  0.021195
   115.0 -0.053051  0.021886
   125.0 -0.078868  0.021042
   135.0 -0.092305  0.021237
   145.0 -0.074652  0.020947
   155.0 -0.023622  0.021580
   165.0 -0.003498  0.021401
   175.0 -0.022352  0.020664
 ---------------------------------
E =  770.0 MeV, E_lo =  765.0 MeV, E_hi =  775.0 MeV
Systematic = 0.05, Preliminary = 0, pseudo
     5.0 -0.000749  0.021858
