E =  710.0 MeV, E_lo =  705.0 MeV, E_hi =  715.0 MeV
Systematic = 0.05, Preliminary = 0, pseudo
     5.0  0.001069  0.021654
    15.0 -0.051026  0.021712
    25.0 -0.005905  0.020994
    35.0 -0.043595  0.021325
    45.0  0.021576  0.020722
    55.0 -0.004871  0.021206
    65.0 -0.012419  0.022241
    75.0 -0.048939  0.020664
    85.0  0.005858  0.021131
    95.0 -0.029582  0.020622
   105.0  0.007559  0.021385
   115.0 -0.004420  0.020907
   125.0  0.008544  0.022391
   135.0  0.012931  0.021387
   145.0 -0.013499  0.022853
   155.0 -0.012979  0.021733
   165.0  0.011707  0.020544
   175.0 -0.003918  0.020996
 ---------------------------------
E =  720.0 MeV, E_lo =  715.0 MeV, E_hi =  725.0 MeV
Systematic = 0.05, Preliminary = 0, pseudo
     5.0  0.000779  0.021096
    15.0  0.006941  0.020578
    25.0 -0.034192  0.020972
    35.0 -0.022940  0.022076
    45.0 -0.024036  0.020898
    55.0 -0.030003  0.021380
    65.0 -0.041372  0.022060
    75.0 -0.043858  0.021126
    85.0 -0.019028  0.020578
    95.0 -0.026573  0.020617
   105.0 -0.010528  0.020838
   115.0  0.029181  0.021147
   125.0 -0.028571  0.021813
   135.0 -0.019231  0.022195
   145.0  0.004593  0.021877
   155.0  0.006097  0.021227
   165.0  0.018313  0.020544
   175.0 -0.013651  0.020633
 ---------------------------------
E =  730.0 MeV, E_lo =  725.0 MeV, E_hi =  735.0 MeV
Systematic = 0.05, Preliminary = 0, pseudo
     5.0  0.009316  0.020808
    15.0 -0.025286  0.021009
    25.0 -0.061492  0.021604
    35.0 -0.058947  0.021561
    45.0 -0.034403  0.021176
    55.0 -0.022989  0.021029
    65.0 -0.007638  0.021666
    75.0 -0.024882  0.020873
    85.0 -0.026580  0.021076
    95.0  0.017783  0.021529
   105.0  0.021282  0.020924
   115.0  0.019650  0.021096
   125.0  0.021050  0.021235
   135.0  0.035772  0.020484
   145.0  0.035155  0.021669
   155.0  0.012046  0.021386
   165.0  0.009190  0.021054
   175.0  0.012775  0.021003
 ---------------------------------
E =  740.0 MeV, E_lo =  735.0 MeV, E_hi =  745.0 MeV
Systematic = 0.05, Preliminary = 0, pseudo
     5.0 -0.033949  0.022083
    15.0 -0.057933  0.021001
    25.0 -0.019983  0.020695
    35.0 -0.045222  0.021539
    45.0 -0.039171  0.020963
    55.0 -0.076049  0.020748
    65.0 -0.041606  0.020772
    75.0 -0.044912  0.021029
    85.0 -0.008755  0.021255
    95.0 -0.031114  0.020582
   105.0 -0.026719  0.020942
   115.0  0.025771  0.021276
   125.0  0.028830  0.020821
   135.0  0.028139  0.020913
   145.0  0.049174  0.021077
   155.0  0.040948  0.021710
   165.0  0.059966  0.021103
   175.0  0.025652  0.021569
 ---------------------------------
E =  750.0 MeV, E_lo =  745.0 MeV, E_hi =  755.0 MeV
Systematic = 0.05, Preliminary = 0, pseudo
     5.0 -0.023482  0.020817
    15.0 -0.002108  0.021308
    25.0 -0.083552  0.020866
    35.0 -0.053961  0.021289
    45.0 -0.056340  0.021517
    55.0 -0.053200  0.021037
    65.0 -0.002550  0.021019
    75.0  0.011984  0.021541
    85.0 -0.027323  0.021304
    95.0  0.035219  0.021762
   105.0  0.085874  0.021810
   115.0  0.032002  0.021232
   125.0  0.011377  0.021335
   135.0  0.053377  0.020595
   145.0  0.052881  0.021059
   155.0  0.026362  0.021015
   165.0  0.064551  0.020833
   175.0  0.003693  0.021392
 ---------------------------------
E =  760.0 MeV, E_lo =  755.0 MeV, E_hi =  765.0 MeV
Systematic = 0.05, Preliminary = 0, pseudo
     5.0 -0.017491  0.020428
    15.0 -0.022889  0.021426
    25.0 -0.025095  0.020797
    35.0 -0.084380  0.020858
    45.0 -0.100361  0.021185
    55.0 -0.031038  0.021127
    65.0 -0.042052  0.020878
    75.0  0.011723  0.020968
    85.0 -0.006728  0.021239
    95.0  0.004778  0.021670
   105.0  0.027842  0.021178
   115.0  0.022734  0.021045
   125.0  0.044878  0.020996
   135.0  0.022083  0.022156
   145.0  0.054070  0.020672
   155.0  0.081352  0.021498
   165.0  0.059712  0.019997
   175.0  0.012127  0.021707
 ---------------------------------
E =  770.0 MeV, E_lo =  765.0 MeV, E_hi =  775.0 MeV
Systematic = 0.05, Preliminary = 0, pseudo
     5.0 -0.034888  0.020198
    15.0 -0.062680  0.021265
    25.0 -0.055429  0.020643
    35.0 -0.105106  0.020700
    45.0 -0.040312  0.021297
    55.0 -0.026818  0.021679
    65.0 -0.066830  0.021259
    75.0 -0.058060  0.021306
    85.0 -0.001905  0.020200
    95.0  0.041135  0.020948
   105.0  0.079429  0.021356
   115.0  0.084497  0.020321
   125.0  0.071419  0.020694
   135.0  0.086405  0.021340
   145.0  0.087767  0.021176
   155.0  0.029075  0.021328
   165.0  0.050596  0.021477
   175.0  0.018172  0.021137
 ---------------------------------
E =  780.0 MeV, E_lo =  775.0 MeV, E_hi =  785.0 MeV
Systematic = 0.05, Preliminary = 0, pseudo
     5.0  0.010991  0.021181
    15.0 -0.049491  0.021040
    25.0 -0.024302  0.020976
    35.0 -0.054742  0.020573
    45.0 -0.101832  0.021429
    55.0 -0.065325  0.021409
    65.0 -0.066442  0.020578
    75.0 -0.031046  0.020583
    85.0  0.009283  0.021531
    95.0  0.048936  0.021685
   105.0  0.077045  0.020905
   115.0  0.131007  0.021162
   125.0  0.077141  0.022196
   135.0  0.122074  0.021039
   145.0  0.112406  0.020884
   155.0  0.073665  0.021088
   165.0  0.066053  0.021243
   175.0  0.015087  0.021758
 ---------------------------------
E =  790.0 MeV, E_lo =  785.0 MeV, E_hi =  795.0 MeV
Systematic = 0.05, Preliminary = 0, pseudo
     5.0  0.019870  0.022764
    15.0 -0.006462  0.021184
    25.0 -0.065298  0.021018
    35.0 -0.083656  0.021531
    45.0 -0.056083  0.021187
    55.0 -0.044941  0.020881
    65.0 -0.005900  0.020781
    75.0 -0.006278  0.022419
